CNL_Z,Density_0108,GR_Z,P-wave_0108,S-wave_0108
20.9256,2.4905,78.0105,83.8374,149.7919
19.3518,2.5062,67.8395,81.7183,144.5069
17.8765,2.5208,58.9179,79.8381,140.5645
16.7242,2.5286,52.7016,78.3521,137.9482
16.0168,2.5308,49.4227,77.3089,136.2138
15.7822,2.5275,48.7427,76.722,135.2145
15.7956,2.5219,49.1665,76.4313,134.812
15.8898,2.5174,49.5998,76.3367,134.6508
15.942,2.5185,49.1676,76.3446,134.3419
15.8957,2.5241,47.7179,76.3829,133.7748
15.7973,2.5331,46.3526,76.4122,133.058
15.7014,2.5409,45.9614,76.4381,132.2938
15.6518,2.5465,46.7521,76.4742,131.6333
15.6568,2.551,48.0669,76.5203,131.3703
15.6711,2.5532,48.8397,76.562,131.3373
15.6501,2.5555,48.7406,76.6015,131.4762
15.5727,2.5577,48.0996,76.6859,131.8983
15.4684,2.5611,47.6989,76.9462,132.7817
15.4239,2.5655,48.0152,77.4655,135.1671
15.529,2.5689,49.1792,78.2981,138.0155
15.8495,2.57,51.1919,79.4224,140.913
16.429,2.5666,54.2757,80.7495,143.5345
17.1767,2.5611,58.2368,82.0743,145.4821
18.0052,2.5521,62.5637,83.2234,146.3571
18.8211,2.5431,66.5016,84.0391,145.685
19.5318,2.5353,69.4136,84.332,144.4489
20.1114,2.5308,71.5307,84.1348,143.0948
20.5563,2.5286,73.0383,83.4803,141.8065
20.8743,2.5297,73.7247,82.4427,140.7544
21.0543,2.5342,73.1385,81.1044,139.7199
21.0988,2.5409,71.6804,79.6556,138.8579
20.9769,2.5499,69.9186,78.2508,138.0469
20.6665,2.5588,68.219,77.0701,137.4958
20.1719,2.5644,66.1136,76.393,137.4473
19.6277,2.5644,62.8621,76.3097,138.3982
19.1996,2.5588,58.5225,76.8786,141.08
19.0785,2.5487,54.6015,78.0581,144.1225
19.4906,2.5375,54.2167,79.7559,147.1248
20.3797,2.5275,58.3876,81.6586,149.6807
21.606,2.5208,66.4562,83.54,151.5199
22.919,2.5185,76.0516,85.1938,152.3569
23.9578,2.5196,83.5045,86.4105,152.2185
24.5087,2.5219,87.0702,87.2093,151.9549
24.486,2.5264,86.9279,87.6509,151.811
23.9342,2.5308,84.7265,87.8638,151.9179
23.0082,2.5342,82.5103,88.0204,152.3955
22.0283,2.5375,81.1439,88.2784,153.3727
21.2141,2.5375,80.4849,88.6907,154.1656
20.7102,2.5387,80.1665,89.2225,154.707
20.5916,2.5375,80.2214,89.7474,154.886
20.7102,2.5375,80.9372,90.1079,154.6534
20.9197,2.5364,82.5725,90.1947,153.8733
21.0635,2.5364,84.892,89.9457,152.8819
20.9743,2.5364,86.5778,89.3103,151.9448
20.6211,2.5364,86.4682,88.3967,150.924
20.0205,2.5387,84.3733,87.2836,149.8051
19.2518,2.542,80.875,86.0793,148.5811
18.4544,2.5465,77.3062,84.9606,147.1216
17.7849,2.5521,74.8581,84.1134,146.5182
17.3567,2.5599,73.6836,83.7113,146.626
17.2465,2.5655,73.3251,83.8881,147.5141
17.5426,2.5689,73.1111,84.7826,149.1888
18.1861,2.5666,72.4932,86.1953,151.8937
19.1365,2.5577,71.7521,87.9201,154.8403
20.3065,2.542,71.9566,89.6765,156.7948
21.5286,2.5219,74.4037,91.0689,157.798
22.5699,2.5006,78.4195,91.8654,157.7233
23.2361,2.4838,82.4713,91.9251,156.5005
23.3867,2.4749,84.6295,91.2345,153.6383
22.9106,2.4738,82.9341,89.8454,151.1086
22.0013,2.4805,78.5007,88.1195,149.1074
20.8524,2.4928,73.556,86.317,147.7046
19.6992,2.5062,70.1917,84.67,146.9053
18.8051,2.5174,69.8142,83.4003,146.6624
18.2542,2.5241,71.2249,82.5238,146.9083
18.0406,2.5275,72.6904,82.0304,147.3906
18.0952,2.5297,72.9202,81.8896,148.0682
18.3543,2.5308,71.3999,82.1025,148.8751
18.7496,2.532,69.2881,82.5678,149.7667
19.2837,2.5331,67.868,83.2268,150.7229
19.9558,2.532,68.0946,84.0132,151.236
20.7313,2.5308,70.4489,84.839,151.4084
21.4891,2.5297,73.4822,85.6061,151.2965
22.1141,2.5331,75.8186,86.2539,150.9209
22.5043,2.5398,76.6388,86.7496,150.2572
22.5699,2.5476,76.1981,87.1,149.4299
22.3899,2.5566,75.8639,87.403,148.9857
22.0611,2.5622,75.886,87.7421,148.7988
21.7103,2.5633,75.5255,88.1657,148.8108
21.4807,2.5599,74.0083,88.6648,148.947
21.4176,2.5543,72.0314,89.1503,149.0846
21.5051,2.5487,70.9518,89.5446,149.1037
21.6851,2.5454,71.7995,89.8015,149.0976
21.8819,2.5443,74.1042,89.8905,149.0998
22.0392,2.5431,75.9451,89.8612,149.1147
22.1359,2.5431,76.5924,89.744,149.1318
22.1721,2.5409,76.4258,89.5706,149.084
22.1502,2.5375,76.4722,89.3644,149.0021
22.0905,2.5353,77.1755,89.1571,148.9186
22.003,2.5342,78.0421,88.9656,148.9004
21.8954,2.5331,78.1665,88.8079,149.0237
21.7667,2.5331,76.9403,88.7189,149.5367
21.622,2.5331,74.993,88.7268,150.5098
21.4614,2.5308,72.8253,88.8563,151.5396
21.2906,2.5264,70.9508,89.112,152.5096
21.1207,2.5208,70.0314,89.4771,153.3401
20.9617,2.514,70.1421,89.868,154.0127
20.8221,2.5073,71.0393,90.215,154.7165
20.7086,2.504,72.2086,90.4493,155.1511
20.627,2.5029,73.0373,90.4662,155.3519
20.5597,2.504,73.4948,90.2375,155.3044
20.4831,2.5062,74.0926,89.7339,155.0551
20.3587,2.5096,75.284,88.9701,154.7233
20.1391,2.5118,76.6578,88.0035,154.6271
19.8304,2.5152,77.1459,86.9986,154.7582
19.4688,2.5208,76.0558,86.0917,154.9756
19.118,2.5275,73.5676,85.4045,155.2965
18.885,2.5353,71.033,85.0778,155.7741
18.8211,2.5431,70.0103,85.0891,157.1044
18.9405,2.5487,71.014,85.3989,159.096
19.2097,2.551,73.5412,85.9193,161.3625
19.5487,2.551,76.2835,86.5266,163.6572
19.8523,2.5476,77.9251,87.0628,165.6191
20.0617,2.5443,77.7311,87.3873,166.892
20.1475,2.542,75.3747,87.3197,166.5485
20.0861,2.542,71.2797,86.4871,164.7235
19.8868,2.5443,67.4652,84.7387,161.7872
19.531,2.5499,65.481,81.9853,157.8169
18.9977,2.5588,65.6739,78.3758,153.0032
18.2819,2.5722,66.2728,74.3551,146.6856
17.5056,2.5913,64.5311,70.6824,141.522
16.831,2.6148,59.5621,67.9685,137.869
16.4643,2.6372,53.1413,66.6932,135.6774
16.6754,2.6495,49.7453,67.385,135.135
17.456,2.6472,51.7528,69.7057,136.5678
18.7067,2.626,58.5447,73.2995,140.6767
20.2022,2.598,67.3598,77.5804,144.6434
21.5917,2.57,74.7895,81.7262,148.3314
22.5943,2.551,79.5561,85.0778,151.3739
23.0654,2.542,81.844,87.3366,153.6065
22.9997,2.5409,82.0801,88.5274,155.021
22.5035,2.5431,80.3173,88.8676,155.4424
21.892,2.5454,77.6583,88.9194,155.3546
21.3882,2.5431,75.361,89.0174,155.0614
21.1611,2.5387,74.5755,89.3881,154.7985
21.3461,2.5308,75.6931,90.1857,154.8589
21.8752,2.5185,77.4169,91.2942,156.1005
22.6734,2.504,79.0848,92.5661,157.8602
23.6281,2.4872,80.9056,93.7986,159.7195
24.5701,2.4738,83.4412,94.7224,161.4002
25.3305,2.4682,86.1582,95.2169,162.6164
25.7914,2.4726,87.9653,95.2305,163.0768
25.8839,2.4849,88.0096,94.7956,162.2832
25.5601,2.5017,86.5546,93.9631,160.7289
24.9427,2.5174,85.2599,92.9063,158.7312
24.1167,2.5275,85.2041,91.7009,156.4882
23.1596,2.5308,86.1709,90.3761,154.313
22.1225,2.5297,86.698,88.9171,152.0232
21.0484,2.5275,85.6321,87.3535,150.427
19.9524,2.5297,82.3827,85.7177,148.7536
18.8623,2.5364,76.798,84.065,146.8777
17.8454,2.5476,69.4294,82.4946,144.7338
16.974,2.5588,62.1831,81.0841,142.2434
16.3196,2.5655,56.7439,79.9023,140.0002
15.9302,2.5678,54.0248,79.0011,138.8079
15.8461,2.5666,53.6779,78.4626,138.2752
15.984,2.5644,53.7243,78.2609,138.4134
16.2978,2.5633,53.2436,78.4468,139.2289
16.7646,2.5633,52.437,79.1013,141.2261
17.4375,2.5644,52.3569,80.416,144.0773
18.3627,2.5611,53.6895,82.3312,147.6551
19.6067,2.5532,56.8736,84.7601,151.6301
21.1922,2.5387,62.2706,87.4965,155.434
23.0611,2.5208,70.0156,90.162,158.5205
24.9579,2.4995,78.5577,92.3464,159.4579
26.6224,2.4805,85.747,93.7186,158.5881
27.7924,2.4659,89.3865,94.0645,157.248
28.1717,2.4603,88.211,93.2026,155.8443
27.8286,2.4626,84.3142,91.5116,154.683
26.8815,2.4749,79.5129,89.3092,153.4925
25.555,2.4917,75.0953,86.9513,152.1923
24.1613,2.5085,71.6519,84.8221,151.2073
22.9955,2.5219,69.0562,83.1457,150.7564
22.2133,2.5308,67.3218,82.0518,151.0092
21.8676,2.5364,66.723,81.5899,152.0635
21.9585,2.5409,67.6729,81.8006,153.7857
22.3134,2.5443,69.7425,82.4596,154.6566
22.8181,2.5476,72.6619,83.415,154.9437
23.3698,2.551,76.2835,84.5134,154.7638
23.8577,2.5521,80.6136,85.605,154.2747
24.2135,2.5532,85.0227,86.575,153.7395
24.3952,2.5532,88.6443,87.3456,153.6255
24.3825,2.5532,90.8615,87.8706,153.8578
24.1605,2.5555,91.4055,88.0993,154.1577
23.7879,2.5588,91.0439,88.0936,154.3311
23.295,2.5633,90.3723,87.8604,154.1524
22.6986,2.5655,89.9053,87.3873,152.9959
21.9795,2.5644,90.1003,86.5953,151.5368
21.1384,2.5611,90.1868,85.5228,149.9834
20.1745,2.5577,88.8415,84.2329,148.5104
19.1239,2.5555,84.6579,82.8494,147.262
18.0952,2.5566,76.7,81.5956,146.5663
17.244,2.5577,67.403,80.6808,147.2932
16.7225,2.5577,59.7128,80.2887,149.0656
16.6586,2.5543,56.0048,80.5636,151.4383
17.1793,2.5465,57.2194,81.6891,154.0161
18.144,2.5375,60.667,83.4769,156.4972
19.4175,2.5286,64.4625,85.7492,158.813
20.8162,2.5196,67.5643,88.2536,160.2157
22.1191,2.5107,69.6276,90.6768,161.3919
23.1697,2.5006,70.9234,92.7768,162.4594
23.877,2.4905,71.3525,94.4047,163.3674
24.2059,2.4805,70.8432,95.4625,164.0632
24.1294,2.4749,69.7531,95.7836,164.0182
23.7652,2.4738,69.1426,95.44,163.1015
23.1789,2.4771,69.7162,94.4486,161.5245
22.4354,2.4849,71.2165,92.8872,159.4189
21.5867,2.4939,72.139,90.8763,157.0295
20.7102,2.504,71.1163,88.7369,154.3399
19.8565,2.514,67.8289,86.7237,152.7682
19.0768,2.523,63.2058,85.0845,152.0055
18.4544,2.532,59.4197,84.136,151.864
18.0363,2.5387,58.0312,83.9107,152.3604
17.8816,2.542,59.1899,84.4052,153.646
18.033,2.5431,62.0829,85.5093,156.216
18.5284,2.542,65.7446,87.0335,158.5455
19.2442,2.5398,69.6202,88.622,160.3517
